Tweet,Sentiment
@user bold prediction! I think Tim Howard is gonna get the Hattie tomorrow. 3 long range effort goals,0
"@user I really want to see Justin Bieber April NeutralNegative,PositiveNegativeNeutral6 in Dallas, Texas""",1
"""PositiveNegativeth bday on Thurs, no class/ XC season opener on Fri, Ed Sheeran concert on Sat, parents visit on Sun, &amp; day off on Mon! #labordayweekend""",0
Celebrating the memories of a man who graced us with his knowledge and passion for the game every Monday night #RIP Frank Gifford. #Pro #NFL,1
NEWS: Plan B confirms February UK tour with support from Labrinth and Rudimental!,1
Day Positive stuck in the Taipei airport. Possibly going to LA to wait out the storm. Didn't think I'd make it to Cali for the Neutralst time this way,-1
EU reform: George Osborne visits Paris for two-day talks Positive7 July PositiveNegativeNeutral5 From the section UK Politics The chancellor...,0
Shorty with the wolf pussy off Friday After Next on Martin,0
@user I think he and Sanchez should both be sat down. Time to bring back the 4-man rotation.,0
March with @user in Cleveland's Pride Parade tomorrow.,0
Jealous of everyone going to Jason Aldean tomorrow night,-1
"""Well, the theme in UAN is WINTER SEASON I can't feel it they're so HOT! Hotter than the SUN!""",1
The wind bringing all of the leaves to our feet for tomorrow\uNegativeNegativePositivec the Street Viceroy artwork and track list to be unveiled. SAMO\uPositiveNegativeNeutral9s Red Carpet.,0
Lumber Jack out tomorrow as we take down the Colts!,1
Happy Star Wars Day from your friends at The Mongcast! May the force be with you.,1
@user @user   happy to put the fight together tomorrow if the Brazilian slugger can cut down to Neutral35 pounds to face Rousey,1
"""this may be the one time, i'm disappointed Ye is performing at a show on such short notice...thanks a lot Frank Ocean.""",0
I might just die if I hear one more person say that Halloween is the Devil\uPositiveNegativeNeutral9s birthday. That\uPositiveNegativeNeutral9s crazy!!!! I was born on May Neutral9th.,-1
Apple's Tim Cook has just taken to the stage promising some mega announcements - even skipping the regular updates:,1
Honestly the only reason I wanted to go to the Keely Chesney concert tomorrow is to see Eric Church and Brantley Gilbert,0
"""NBC news survey, Donald Trump Neutralst Place Positive3% saying they would vote for him. Ben Carson a surprise 3rd Place with Carly Fiorina tied for 4th.""",0
"@user @user Hehe...yeah. I mean it wasn't really really bad, but it got no real attention. As far as Kpop goes, people may""",-1
@user I love Israel. Love the Jews. So I may make a terrible Nazi. :(   @user @user @user,1
One more day of work tomorrow. Then Jason Aldean Concert!! Off Friday and Monday. Bills game Friday! Draft Sunday. Bring on this weekend!,1
Feel sorry for anyone going to the Justin Beiber concert tomorrow\uNegativeNegativePositivec they\uPositiveNegativeNeutral9re missing out on one of the best games of the night,-1
@user focus on Briana and Michael and your family - just look at those gorgeous grand babies! They think u r the sun! Be happy Vicki.,1
"""Back in California, come watch some ASU hockey at UCLA tonight and SDSU tomorrow and Saturday, I'll be your friend if you do""",1
@user heyy do you mind If we go somewhere els tomorrow like Bolton or somewhere your gona think this is so pathetic but I\uPositiveNegativeNeutral9m actually,-1
I've listened to the KSU Clarinet Choir recording of the Jurassic Park theme NeutralNeutral times today. Currently listening to it for a NeutralPositiveth time.,1
PSSA patron & Doctors star Ian Kelsey will give a TV workshop @ the studio on Sat Positive4 Nov. NeutralNegative places open to non-members,0
I am listening to @user 's (with @user version of Bad Blood for the NeutralNeutralth time this night.Hope you come to Australia with pmj,1
Im not watching them because the Red Sox vs Yankees game is on tonight for who's in first.,0
Lord Sugar named best business role model in the UK + Kim Kardashian came 3rd as voted by students. Was Santa Positivend?,0
@user it's all Gucci I'll be at school tomorrow,0
"""Tomorrow is National Ice Cream Day! Have a scoop, it fits into many of these healthy family tips!",1
Twitter overhauls iPad app with responsive design #July,1
"""but mitt rumnee, wat are you gonna do wen its dec PositiveNeutralst and the apocalypse comes and Kony is the ruler of the world""",0
Lost some respect for Nicki after that. You may be a queen in the rap world but when u start shit at an award show u look like garbage #VMAs,-1
Hey Washington Senior! Have you had your senior portraits taken? The deadline for the yearbook is January Neutral5....,0
Wheww I leave Ohio June 3rd I don't even want to think about leaving,-1
David Cameron plays the numbers game via @user,0
"@user Sorry to hear that! If things change before Feb, lemme know! I'll buy you a coffee and squee about Kim and Briana at you. *lol*""",1
Tomorrow will be an exciting day at FBC as we celebrate baptism with 4 new Christians! Join us to worship God who saves us in Christ!,1
Liverpool flop Mario Balotelli delivers remarkable Real Madrid SNUB with Barcelona JOKE: Mar... ff @user,0
It was a WILD night at @user Jazz at the Bistro. Amy Schumer &amp; cast dug our Positivend set &amp; had a comedy jam- Epic!,1
Today at Island Wing Co -Game Day Saturday: $Positive Domestic Bottles (all Day).  See it here -,0
I know that the new Iron Maiden album is not out until Friday but it just keeps getting better!,1
Pleased to welcome the LGBT community to the Capital City for the Positive6th Annual Pride Parade in downtown Lansing...,1
Anonymous said: hook up with niall and the closest he can get you is 7th row... CHEAP,0
"""Kevin Sullivan talks about nWo ceding power to Hulk Hogan, Greg Valentine accidentally knocking himself out and more!",1
@user I may or may not be watching Gilmore Girls just because you're in this episode.,0
"""Ok sir RT @user Nigeria will still top the group.If we lose,we'll be Positivend & face Brazil. (cont)",1
Music is on shuffle but this is the 4th Fleetwood Mac song in a row what is my phone trying to tell me,1
Looking at the @user results from the gold coast is getting me excited for going at twickers in May :D,1
The most unheralded competitive England international of all time? MT @user Marino in the Thursday night Europa League slot,1
I have a ticket for sale to Ed Sheeran's Melbourne concert on the 6th of December if anyone is interested or knows anyone who wants one? :),0
A Maxwell mix.  Catch him this Friday night with Chico G and guest CC:DISCO! for Groove Control!,0
Okay so change of plans startin the Sydney dalton diet tomorrow because we couldnt get to the store yesterday,-1
Delightful day in Old Town Hastings with my nephew &amp; niece - even without sun. Highlights definitely were the swan boats and vanilla fudge.,1
The @user game will be held Sunday night at 8 PM CT on CBS College Sports. You can follow the event blog:,0
"""Sunday, during the Q&amp;A segment of the Miss USA pageant Miss Texas (Ylianna Guerra) made such an unapologetically...",0
"""'Wanna go to the first freshers party?' 'Na I've just started watching Naruto for the 7th time, email me pics'""",0
"@user I never once thought, it would be Kane until the last hr. people starting it may be Kane.""",1
"""Watched a movie yesterday #The7Negative's on #OVTV and was pleasantly surprised to see Michael Easton (John, #OLTL) in it.""",1
We always mess up when we get the chance to go up the table when Atleti or Barca mess up. PLEASE WIN TOMORROW :) @user,1
@user Being Human. Is that the Positive3rd? If it is I am free for a London trip...if I\uPositiveNegativeNeutral9m welcome as a guest. I\uPositiveNegativeNeutral9ll bring cream eggs haha,1
guysss is it true that selena's album is gonna be released on november Positive4th omggg,1
Big Brother starting next Friday? At the end of this morning @user slipped up &amp; said 'don't cause you'll get me sacked before Friday night,0
Peter did you miss this? #TREND Runako Morton,0
"""Hey, can you set up Apple TV so I can watch Harry Potter while I get fucked up?"" --ladies and gentlemen, may I introduce you to my roomies!",-1
@user you just askin the wrong folks. Equalizer is a must tomorrow since I'm off,1
"""Congratulations to Olivia Jordan, who won Miss USA on Sunday!!  Olivia worked with us for several years while at...",1
Man I hope she doesn't Frank Ocean us,0
@user  can you play wah wah or bware of darkeness by george harrison tomorrow please :),1
@user tomorrow? I don\uPositiveNegativeNeutral9t think so babe\uNegativeNegativePositivec sorry... only confirmed sunday with Pats...,-1
@user no. You misread. I'm not just talking about BNP. I'm talking about the dog whistle racism in popular press. Open the sun or mail.,-1
I drew a fairy King on - with David Bowie pants and all. hope to see everyone on Saturday :D,0
@user ur terrorist is going to be hanged tomorrow Yakub. stop sending terrorist u failed nation!!,-1
I still have to memorize the 5th paragraph of Obama's speech tho,0
Jerry Vance may no longer be a Conservative candidate but maybe Harper can name him to the Senate. #elxn4Positive,0
"@user is true that you will give two concerts in Mexico City on NegativeNeutral & October NegativePositive, please tell me because not enough tickets TE AMO""",1
Bush and Clinton are running for their parties nomination. and Jurassic Park (World) is a hit at the box office. Jays are in Neutralst place,1
the games i ordered that came out Tuesday were going to shipped from NJ so safe to say i\uPositiveNegativeNeutral9ll be waiting a bit more till they get shipped.,0
"""Andre Berto gets the call for Floyd Mayweather's """"final"""" fight. Sept NeutralPositive. Start booking hotel rooms now!""",0
@user @user My PS4 is gonna be a busy little console tonight... and tomorrow... and tomorrow night.,0
Making plans with my friends is like Ice Cube trying to get another Friday done.,0
"MT @user My Neutralst read of the day from @user Congress returns to tight deadlines, key farts on Iran deal, Planned Parenthood",-1
Get ready for our Wednesday Drink Specials Wednesday - 3-8pm Have it your Way Margarita Day  ( Bar Brand Only)...,0
Sept Neutral7 video chat: running DevOps in hybrid cloud with @user and IBM experts.,0
"""My man Uzumaki Khan takes Thursday's off work just to watch Naruto, love that guy man""",1
Coming December NeutralNeutralth &amp; December NeutralPositiveth LIVE on PARTYNeutralNegative3! We celebrate the Epic NeutralNegativeNegativeth Episode of Curtis &amp; Craigs...,1
"or just start watching Game of Thrones and be like, ""i'll finish it tomorrow before Positive""",1
@user Not really though. Diet\uPositiveNegativeNeutral9s harder to find. Last year\uNegativeNegativePositivec it was out til mid-Nov. then gone when Xmas got here. Gotta be ready.,0
Panasonic Eluga getting Ice Cream Sandwich update:  Panasonic may have all but pulled out of the European smartp...,0
Plus I got Seinfeld all on DVD Plus I killed the math section on the SAT,1
"""Make sure you buy tickets for Mobtown Moon Preview at Creative Alliance on Sat, Sep 8 !",0
"""Kanye West for president? Don't laugh, he may be the only one with a low info voter fan base who is narcissist enough to succeed The Donald""",-1
